subject,gene,annotation,group
VFG037170(gb|WP_001081754), (plc1, phospholipase C [Phospholipase C (VF0470, - Exotoxin (VFC0235
VFG037618(gb|WP_000603316), (csuD, Csu pilus usher protein CsuD [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037620(gb|YP_005799490), (csuD, Csu pilus usher protein CsuD [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037622(gb|WP_001022752), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037623(gb|WP_002017500), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037625(gb|WP_001022730), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037626(gb|YP_001085242), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037628(gb|WP_001022742), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037629(gb|WP_001022721), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037630(gb|WP_001022749), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037631(gb|WP_001022722), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037632(gb|WP_001022751), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037633(gb|YP_005799489), (csuE, Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461, - Biofilm (VFC0271
VFG037635(gb|WP_193759791), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037636(gb|WP_001187640), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037638(gb|WP_193759656), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037639(gb|YP_001085711), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037641(gb|WP_078197625), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037642(gb|WP_020753413), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037643(gb|WP_158318336), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037644(gb|WP_031961704), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037645(gb|YP_005800038), (bap, biofilm-associated protein [Bap (VF0462, - Biofilm (VFC0271
VFG037647(gb|WP_000913306), (pgaA," poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472", - Biofilm (VFC0271
VFG037648(gb|WP_000913301), (pgaA," poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472", - Biofilm (VFC0271
VFG037651(gb|YP_001085191), (pgaA," poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472", - Biofilm (VFC0271
VFG037654(gb|WP_038346670), (pgaA," poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472", - Biofilm (VFC0271
VFG037656(gb|WP_000913297), (pgaA," poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472", - Biofilm (VFC0271
VFG037659(gb|YP_005799438), (pgaA," poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472", - Biofilm (VFC0271
VFG037664(gb|WP_001061322), (pgaB," poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472", - Biofilm (VFC0271
VFG037662(gb|WP_001061302), (pgaB," poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472", - Biofilm (VFC0271
VFG037665(gb|YP_001085190), (pgaB," poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472", - Biofilm (VFC0271
VFG037668(gb|WP_020753304), (pgaB," poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472", - Biofilm (VFC0271
VFG037670(gb|WP_001061301), (pgaB," poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472", - Biofilm (VFC0271
VFG037678(gb|WP_000866237), (pgaC," poly-beta-1,6 N-acetyl-D-glucosamine synthase [PNAG (VF0472", - Biofilm (VFC0271
VFG037676(gb|WP_000866245), (pgaC," poly-beta-1,6 N-acetyl-D-glucosamine synthase [PNAG (VF0472", - Biofilm (VFC0271
VFG037679(gb|YP_001085189), (pgaC," poly-beta-1,6 N-acetyl-D-glucosamine synthase [PNAG (VF0472", - Biofilm (VFC0271
VFG037682(gb|WP_000866236), (pgaC," poly-beta-1,6 N-acetyl-D-glucosamine synthase [PNAG (VF0472", - Biofilm (VFC0271
VFG037692(gb|WP_000786639), (pgaD," poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD [PNAG (VF0472", - Biofilm (VFC0271
VFG037690(gb|WP_000786881), (pgaD," poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD [PNAG (VF0472", - Biofilm (VFC0271
VFG037705(gb|WP_000010636), (adeF, membrane-fusion protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037706(gb|YP_001085329), (adeF, membrane-fusion protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037709(gb|WP_000010642), (adeF, membrane-fusion protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037711(gb|WP_000010646), (adeF, membrane-fusion protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037714(gb|WP_000010641), (adeF, membrane-fusion protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037720(gb|WP_001027056), (adeG, cation/multidrug efflux pump [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037718(gb|WP_001027069), (adeG, cation/multidrug efflux pump [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037721(gb|YP_001085330), (adeG, cation/multidrug efflux pump [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037724(gb|WP_001027061), (adeG, cation/multidrug efflux pump [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037726(gb|WP_001027059), (adeG, cation/multidrug efflux pump [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037729(gb|WP_001027072), (adeG, cation/multidrug efflux pump [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037735(gb|WP_000633124), (adeH, outer membrane protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037733(gb|WP_000633128), (adeH, outer membrane protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037736(gb|YP_001085331), (adeH, outer membrane protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037739(gb|WP_038346720), (adeH, outer membrane protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037741(gb|WP_000633111), (adeH, outer membrane protein [AdeFGH efflux pump (VF0504, - Biofilm (VFC0271
VFG037746(gb|WP_001985534), (lpxM, lysophospholipid acyltransferase family protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037747(gb|WP_001984639), (lpxM, lysophospholipid acyltransferase family protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037756(gb|WP_012297031), (lpxM, lysophospholipid acyltransferase family protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037757(gb|YP_005799955), (lpxM, putative lipid A biosynthesis lauroyl acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037762(gb|WP_000078878), (lpxL, lauroyl acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037760(gb|WP_000078875), (lpxL, LpxL/LpxP family Kdo(2,-lipid IV(A
VFG037763(gb|YP_001083488), (lpxL, lipid A biosynthesis lauroyl acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037766(gb|WP_020752758), (lpxL, LpxL/LpxP family Kdo(2,-lipid IV(A
VFG037768(gb|WP_000078879), (lpxL, LpxL/LpxP family Kdo(2,-lipid IV(A
VFG037771(gb|WP_000078876), (lpxL, LpxL/LpxP family Kdo(2,-lipid IV(A
VFG037777(gb|WP_000867091), (lpsB, glycosyltransferase family 4 protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037775(gb|WP_000867102), (lpsB, glycosyltransferase family 4 protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037778(gb|YP_001083487), (lpsB, glycosyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037779(gb|WP_000867100), (lpsB, glycosyltransferase family 4 protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037781(gb|WP_000867105), (lpsB, glycosyltransferase family 4 protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037783(gb|WP_000867095), (lpsB, glycosyltransferase family 4 protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037786(gb|WP_000867089), (lpsB, glycosyltransferase family 4 protein [LPS (VF0466, - Immune modulation (VFC0258
VFG037792(gb|WP_000064875), (lpxA, acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037793(gb|YP_001084994), (lpxA, UDP-N-acetylglucosamine acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037798(gb|WP_000064877), (lpxA, acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037807(gb|WP_000013434), (lpxB, lipid-A-disaccharide synthase [LPS (VF0466, - Immune modulation (VFC0258
VFG037805(gb|WP_001985694), (lpxB, lipid-A-disaccharide synthase [LPS (VF0466, - Immune modulation (VFC0258
VFG037808(gb|YP_001084697), (lpxB, lipid-A-disaccharide synthase [LPS (VF0466, - Immune modulation (VFC0258
VFG037811(gb|WP_002036646), (lpxB, lipid-A-disaccharide synthase [LPS (VF0466, - Immune modulation (VFC0258
VFG037813(gb|WP_015451520), (lpxB, lipid-A-disaccharide synthase [LPS (VF0466, - Immune modulation (VFC0258
VFG037816(gb|WP_012297192), (lpxB, lipid-A-disaccharide synthase [LPS (VF0466, - Immune modulation (VFC0258
VFG037822(gb|WP_000240700), (lpxC, UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466, - Immune modulation (VFC0258
VFG037823(gb|YP_001086321), (lpxC, UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [LPS (VF0466, - Immune modulation (VFC0258
VFG037831(gb|WP_000240704), (lpxC, UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466, - Immune modulation (VFC0258
VFG037837(gb|WP_000868104), (lpxD, UDP-3-O-(3-hydroxymyristoyl,glucosamine N-acyltransferase [LPS (VF0466
VFG037835(gb|WP_000868109), (lpxD, UDP-3-O-(3-hydroxymyristoyl,glucosamine N-acyltransferase [LPS (VF0466
VFG037836(gb|WP_000868103), (lpxD, UDP-3-O-(3-hydroxymyristoyl,glucosamine N-acyltransferase [LPS (VF0466
VFG037838(gb|YP_001084996), (lpxD, UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037841(gb|WP_000865435), (lpxD, UDP-3-O-(3-hydroxymyristoyl,glucosamine N-acyltransferase [LPS (VF0466
VFG037846(gb|WP_000868105), (lpxD, UDP-3-O-(3-hydroxymyristoyl,glucosamine N-acyltransferase [LPS (VF0466
VFG037847(gb|YP_005799179), (lpxD, UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [LPS (VF0466, - Immune modulation (VFC0258
VFG037849(gb|WP_001075382), (ABK1_RS00440, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037850(gb|WP_001075963), (AB57_RS00465, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037851(gb|WP_000209932), (ABBFA_RS17100, phosphomannomutase/phosphoglucomutase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037852(gb|WP_001075965), (ACICU_RS00395, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037853(gb|YP_001083146), (A1S_0049, protein tyrosine kinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037855(gb|WP_001075978), (BJAB07104_RS00460, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037856(gb|WP_020752678), (BJAB0715_RS00470, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037857(gb|WP_001075969), (BJAB0868_RS00460, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037858(gb|WP_001075975), (ABD1_RS00265, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037859(gb|WP_000209939), (ABTJ_RS18490, phosphomannomutase/phosphoglucomutase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037860(gb|WP_014466000), (ABZJ_RS06215, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037861(gb|WP_001075971), (ABSDF_RS00305, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037863(gb|WP_001075310), (M3Q_RS01420, polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037864(gb|WP_001165992), (ABK1_RS00445, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037865(gb|WP_000511679), (AB57_RS00470, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037866(gb|WP_000045515), (ABBFA_RS17105, glucose-6-phosphate isomerase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037867(gb|WP_001165990), (ACICU_RS00400, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037868(gb|YP_001083147), (A1S_0050, protein tyrosine phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037870(gb|WP_001165993), (BJAB07104_RS00465, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037872(gb|WP_001165991), (BJAB0868_RS00465, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037873(gb|WP_001165995), (ABD1_RS00270, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037874(gb|WP_001062924), (galE, UDP-glucose 4-epimerase GalE [Capsule (VF0465, - Immune modulation (VFC0258
VFG037875(gb|WP_000872579), (ABZJ_RS06220, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037878(gb|WP_001176902), (M3Q_RS01425, low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037879(gb|WP_000872589), (ABK1_RS00450, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037880(gb|WP_000872597), (AB57_RS00475, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037881(gb|WP_000686121), (ABBFA_RS17110, nucleotide sugar dehydrogenase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037882(gb|WP_000872593), (ACICU_RS00405, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037883(gb|YP_001083148), (A1S_0051, outer membrane protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037885(gb|WP_000872587), (BJAB07104_RS00470, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037888(gb|WP_000872599), (ABD1_RS00275, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037889(gb|WP_000045514), (pgi, glucose-6-phosphate isomerase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037890(gb|WP_001165098), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037891(gb|WP_000872578), (ABSDF_RS00315, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037892(gb|YP_005796970), (ABTW07_0081, hypothetical protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037893(gb|WP_001190670), (M3Q_RS01430, polysaccharide biosynthesis/export family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037894(gb|WP_001165093), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037895(gb|WP_001175098), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037896(gb|WP_000591426), (ABBFA_RS17115, UTP--glucose-1-phosphate uridylyltransferase GalU [Capsule (VF0465, - Immune modulation (VFC0258
VFG037897(gb|WP_001165095), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037898(gb|YP_001083149), (A1S_0052, WecC protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037900(gb|WP_001165099), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037903(gb|WP_001175102), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037904(gb|WP_000686119), (ABTJ_RS18505, nucleotide sugar dehydrogenase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037905(gb|WP_000102101), (ABZJ_RS06230," UDP-N-acetylglucosamine 4,6-dehydratase [Capsule (VF0465", - Immune modulation (VFC0258
VFG037906(gb|WP_001165092), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037908(gb|WP_000487070), (tviB, Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465, - Immune modulation (VFC0258
VFG037909(gb|WP_000939041), (pseB," UDP-N-acetylglucosamine 4,6-dehydratase (inverting", [Capsule (VF0465
VFG037910(gb|WP_000085124), (tviC, Vi polysaccharide biosynthesis UDP-N-acetylglucosaminuronic acid C-4 epimerase TviC [Capsule (VF0465, - Immune modulation (VFC0258
VFG037911(gb|WP_000721147), (ABBFA_RS17120, polysaccharide biosynthesis protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037912(gb|WP_000939040), (pseB," UDP-N-acetylglucosamine 4,6-dehydratase (inverting", [Capsule (VF0465
VFG037913(gb|YP_001083150), (A1S_0053, MviM protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037915(gb|WP_000711197), (BJAB07104_RS00480, oligosaccharide flippase family protein [Capsule (VF0465, - Immune modulation (VFC0258
VFG037918(gb|WP_001077698), (tviC, Vi polysaccharide biosynthesis UDP-N-acetylglucosaminuronic acid C-4 epimerase TviC [Capsule (VF0465, - Immune modulation (VFC0258
VFG037919(gb|WP_000591430), (galU, UTP--glucose-1-phosphate uridylyltransferase GalU [Capsule (VF0465, - Immune modulation (VFC0258
VFG037920(gb|WP_000381246), (ABZJ_RS06235, LegC family aminotransferase [Capsule (VF0465, - Immune modulation (VFC0258
VFG037921(gb|WP_000102100), (ABSDF_RS00325," UDP-N-acetylglucosamine 4,6-dehydratase [Capsule (VF0465", - Immune modulation (VFC0258
VFG037923(gb|WP_000699387), (rfbB," dTDP-glucose 4,6-dehydratase [Capsule (VF0465", - Immune modulation (VFC0258
VFG037924(gb|WP_000470516), (pseC," UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine transaminase [Capsule (VF0465", - Immune modulation (VFC0258
